Column 1,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_re,Positive Sentiment Sum,Negative Sentiment Sum,Positive Sentiment Mean,Negative Sentiment Mean,Overall Sentiment
1187,224eb00b-eb81-4fe3-84a3-a77d3f68ff5a,Mituu Ahir,https://play-lh.googleusercontent.com/a/AItbvmmGIVMerpRwdVhk_XTLiyQ1CFh-MmkeF3w4QHk0=mo,It's not working at all,1,0,8.39.1 build 12 50268,9/10/22 20:23,,,it's not working at all,0,-30,0,-30,-30
1188,aebc5de2-798e-416d-82d5-402f955bbde3,chillbaca gaming1987,https://play-lh.googleusercontent.com/a-/AFdZucp5qmWBzykMXKazqxhf3VfsUE0psOwymPnxMYFPNw,Where is season 11 walking dead,4,0,8.34.0 build 4 50250,9/10/22 20:11,,,where is season 11 walking dead,0,0,0,0,0
1189,98fb0dad-d4cc-4a55-8b50-cc48c4aca111,Vivek Singh Rao,https://play-lh.googleusercontent.com/a-/AFdZucrMJXfXS4dVInyydMdDFsQjOe2TaU_0sEhhBdHMXQ,Good,5,0,8.39.1 build 12 50268,9/10/22 20:11,,,good,60,0,60,0,60
1190,fdff56f8-7eb2-45e4-9d2d-cb4e8fed3285,Luke Mellerup,https://play-lh.googleusercontent.com/a/AItbvmnSzYq4L4-LEhdedSgz2dLnVsR6Qdw4qaw4UYqd=mo,its got all the great movies,5,0,8.39.1 build 12 50268,9/10/22 20:04,,,its got all the great movies,80,0,80,0,80
1191,4da07491-9818-4bf2-a2cc-5125f2523f6a,Lavaunte jordan,https://play-lh.googleusercontent.com/a-/AFdZucoiNLusTaRPFEzEQ7gQhq7UQ9WeSDgKxeHI9LR0Hg,I love Netflix I love watching shows and movies.,5,0,8.33.0 build 13 50248,9/10/22 19:47,,,i love netflix i love watching shows and movies,140,0,70,0,70
1192,91828857-6f6b-4ebb-ae83-79a0e7bba168,GAJENDRA Gautam,https://play-lh.googleusercontent.com/a-/AFdZucrVlDLWOqEOO9Cvvm2X3tGU2ZsEtczMtNvXSj_X,Good,1,0,8.11.1 build 12 40101,9/10/22 19:41,,,good,60,0,60,0,60
1193,96dece51-9e8e-42cb-bd59-dd340899e305,Susana Cruz,https://play-lh.googleusercontent.com/a/AItbvmlRQri21uI74TH-zKiIb_eNL75HM7Cg9qwwOlbZ=mo,Susanacurz,5,0,,9/10/22 19:37,,,susanacurz,0,0,0,0,0
1194,b8b0a2e8-485f-4b59-83ef-5700df0b8834,Timothy Fortner,https://play-lh.googleusercontent.com/a/AItbvmlhKoNsuwnfBeCAhBy66QHbJLAcByD6PxgzG0p3=mo,Very nice and very helpful for the whole family,5,0,8.33.0 build 13 50248,9/10/22 19:34,,,very nice and very helpful for the whole family,96,0,48,0,48
1195,da108d41-8a8a-43bf-bec5-5a44206c81e0,latoya reddie,https://play-lh.googleusercontent.com/a-/AFdZucrAEvKn4LkAwUSOEAz_KA_PJ0rA_t9DtgoL69Ba,ok,3,0,8.30.0 build 5 40236,9/10/22 19:30,,,ok,0,0,0,0,0
1196,07209471-398d-4363-89e3-94e8cb8e78a1,Lestat Hunt,https://play-lh.googleusercontent.com/a-/AFdZucpyghs5N12hkIhptdRqAOQ_j5so4c1XqyIQ2qMr7g,Its netflix,5,0,8.39.1 build 12 50268,9/10/22 19:29,,,its netflix,0,0,0,0,0
1197,296ca7d9-2379-4979-a7bb-5be62d9dfa12,David Blue,https://play-lh.googleusercontent.com/a/AItbvmnQUA7EMQUPrVXBBQaXUy8mUq4jsw1w5gnB2kxp=mo,Says I have to many downloads I have none,1,0,8.39.1 build 12 50268,9/10/22 19:21,,,says i have to many downloads i have none,0,0,0,0,0
1198,df2e3c44-e681-44fb-b5f9-8e59028adb3e,Dan Leonard C Pereja,https://play-lh.googleusercontent.com/a/AItbvml8JS6ddvYQQFLH7l2bLLZ4VyP3Kb44dSAdYlCc=mo,"I like Netflix it's great if you're bored,but isn't basic a little bit expensive just to get 480p resolution?",3,0,8.39.1 build 12 50268,9/10/22 19:18,,,i like netflix it's great if you're bored but isn't basic a little bit expensive just to get 480p resolution,0,0,0,0,0
1199,cad3adb7-b7b9-41d9-9675-5e5031dfdc11,SM8855N,https://play-lh.googleusercontent.com/a-/AFdZucpW_4i1VJH8XsU_K93HjiYUMC7OysM9YPRBqPZsSF0,Poor substitle management. Please enable per device substitle setting so that user can adjust it accordingly.,3,0,8.39.1 build 12 50268,9/10/22 19:10,,,poor substitle management please enable per device substitle setting so that user can adjust it accordingly,0,-50,0,-50,-50
1200,9dda6cbc-f0c2-4eaf-8f95-a8c3c71d520d,Jayvon Stewart,https://play-lh.googleusercontent.com/a/AItbvmkSuszjA5yN-sXysDLfRofDQ0epwhOu5FwemNfW=mo,it is good i can whach my movies,5,0,8.39.0 build 9 50265,9/10/22 19:09,,,it is good i can whach my movies,60,0,60,0,60
1201,12454d5a-7e59-4de5-8128-ec704813a926,Kenedy Wangham,https://play-lh.googleusercontent.com/a/AItbvmlXcNU98Zfg_M3d1aStbJBmk_SfcPMrlNMfvuHb=mo,App crashes can't open it. Fix it asap!,2,0,,9/10/22 19:09,,,app crashes can't open it fix it asap,0,0,0,0,0
1202,6f2e79b5-9133-4fd4-aecb-ba5be1e018bf,sergio luch,https://play-lh.googleusercontent.com/a-/AFdZucraYEIjCXlqJpEWAf85RnvvFO-1_n_dcdWQcHdxKg,Se trabaaaaaaaaaaaaaaaaa,1,0,8.39.1 build 12 50268,9/10/22 19:08,,,se trabaaaaaaaaaaaaaaaaa,0,0,0,0,0
1203,6034a7d7-f305-4e71-8a75-fcd9eff1b7e5,Matt B,https://play-lh.googleusercontent.com/a-/AFdZucposZMWX8Q25xHXwsVhROeBbcGApjJhfvSXxBBYcQ,Went woke and watching it go broke. Total garbage,1,0,8.37.0 build 13 50262,9/10/22 18:58,,,went woke and watching it go broke total garbage,0,-60,0,-60,-60
1204,230bdfb1-2488-4170-81c9-fd0ec84598c9,Alex Tapper,https://play-lh.googleusercontent.com/a/AItbvmngPAzbiNZqr07o0JfrZ6xF9Ujsg2RgsmZguMm1=mo,I love it,5,0,8.39.1 build 12 50268,9/10/22 18:47,,,i love it,70,0,70,0,70
1205,44e27fde-eb9f-4d0d-841b-c55b7a4100c8,Nancy Porsenna,https://play-lh.googleusercontent.com/a/AItbvmlh70wDQEAbRqp_vjBg-ML3ghMXDcUC0Op_6lgH=mo,To good,5,0,,9/10/22 17:51,,,to good,60,0,60,0,60
1206,125ca575-92cc-49e1-9c5d-5b9206e6328f,Muhammad Anas,https://play-lh.googleusercontent.com/a/AItbvmnedsj1sgJdKg8wBCSUW8ZDKpqhoWG0np_uoUBO=mo,AMAZING 🤩,5,0,8.39.0 build 9 50265,9/10/22 17:24,,,amazing,90,0,90,0,90
1207,90409756-3c6c-4fbb-9d62-157287be6d0c,Mariana Wilson,https://play-lh.googleusercontent.com/a/AItbvmkygJDpxOHvFsUw8irgY1qpetoFw5c_gysTLf04=mo,I love this app,5,0,8.39.1 build 12 50268,9/10/22 17:12,,,i love this app,70,0,70,0,70
1208,8b048c40-7657-458d-bb9c-036df526e5db,jackie C Bitticon,https://play-lh.googleusercontent.com/a-/AFdZucoc3126LTXfJ4gykq6ypS3S5VGxXrHypIv050QRQA,Really good apps for watching movie,5,0,8.26.0 build 11 40221,9/10/22 17:00,,,really good apps for watching movie,84,0,84,0,84
1209,ecb24feb-9fef-49ee-99d7-e5732cc14d2c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Where is the audio info? No longer lists is the audio track is Atmos, 5.1 or what",3,0,8.12.0 build 7 40118,9/10/22 16:54,,,where is the audio info no longer lists is the audio track is atmos 5 1 or what,0,0,0,0,0
1210,7f369e82-da83-4f1f-b227-38ceb31fd332,Usa Military zone,https://play-lh.googleusercontent.com/a-/AFdZucplp0Gzw6l-YwxENkexhusFYUfaVjHDu1Q-UELRfQ,Good,5,0,8.39.1 build 12 50268,9/10/22 16:28,,,good,60,0,60,0,60
1211,d4a3468f-469a-4304-bce7-3c61adbd6942,Eileen Kelly,https://play-lh.googleusercontent.com/a/AItbvmk7_5P6IMkEzdkayJJmMjxBk_CvbRPyHAzE4Jw=mo,", ' ,,,",5,0,,9/10/22 16:28,,,',0,0,0,0,0
1212,d8f8ffae-99b6-44cb-b5d2-d5a0d03f4827,Prabhat Thakur,https://play-lh.googleusercontent.com/a-/AFdZucpb3_Ch8PVsYCKJvXCFXBHFjIj-s3dRqCJjYYozSw,Good,5,0,8.17.0 build 6 40147,9/10/22 16:24,,,good,60,0,60,0,60
1213,790876ce-4fd2-4fcb-8a7b-46c6ce3d6e4b,Bentley,https://play-lh.googleusercontent.com/a-/AFdZucqcXSRMc-6LjrS5Dc-w2t-7B383x5_86JV4_kOibA,i love it,5,0,8.30.0 build 5 40236,9/10/22 16:07,,,i love it,70,0,70,0,70
1214,ee7f45e2-0b66-4865-b61b-3e1c38a82155,Ogodo Mercy,https://play-lh.googleusercontent.com/a/AItbvmnI1kSwS8P90BBY9OfuUeWVe2-_G9TJHG_zCgTA=mo,Nice app but I can't see some movies,5,1,8.34.0 build 4 50250,9/10/22 15:46,,,nice app but i can't see some movies,25,0,25,0,25
1215,3aecd198-170b-4256-a2d7-9b721723080c,Irving Singleton,https://play-lh.googleusercontent.com/a/AItbvmlOWMHGdnO_8ctauxdzMvqdr27WJtANYUePy2YS=mo,Excellent Service,5,0,8.34.0 build 4 50250,9/10/22 15:32,,,excellent service,90,0,90,0,90
1216,3fbf667c-ac26-437f-b658-d8ea13e65807,MoodyTube,https://play-lh.googleusercontent.com/a-/AFdZucq8nrblp-e4JA1YDI9I9CRYej81vOMc-1wGx3smNg,"We get it gay people are bla bla bla, you over did it way to much",1,0,,9/10/22 15:30,,,we get it gay people are bla bla bla you over did it way to much,0,0,0,0,0
1217,70168f95-abcd-437f-8f2a-aaffc4e9c326,Cool Steve,https://play-lh.googleusercontent.com/a/AItbvmnKNwlYDvlUFhC-tnWWAW7wVe1SjOW55F32gouh=mo,I love it awesome,4,0,8.39.1 build 12 50268,9/10/22 15:18,,,i love it awesome,160,0,80,0,80
1218,42afdcb7-4859-4282-8673-36ac07599d7a,Charles Kirchan,https://play-lh.googleusercontent.com/a/AItbvmkLPikhjS-jowId2IpF_ei4_hsITCVHIj0Jr-63=mo,5mm.2,1,0,8.31.1 build 14 50243,9/10/22 15:16,,,5mm 2,0,0,0,0,0
1219,ebea7970-2698-44c6-bcb4-d8f690c489bb,sonu Kumar,https://play-lh.googleusercontent.com/a/AItbvmkrLjxF8TIpYR2512xyAwQg-xHB0ndDZ1wXxcrq=mo,Bu,5,0,,9/10/22 15:15,,,bu,0,0,0,0,0
1220,cc17c8ab-fabb-4eab-b351-c94b542d20cc,João Faria,https://play-lh.googleusercontent.com/a-/AFdZucrgAf8KRz9SIbiSCRkRKRgZVg6V5FM2m1LsQyVImA,The entire bottom menu is now useless shortcuts and the actual usefull stuff was moved.,1,0,8.37.0 build 13 50262,9/10/22 15:11,,,the entire bottom menu is now useless shortcuts and the actual usefull stuff was moved,0,-75,0,-75,-75
1221,f667d5db-37a0-4e0f-aa8e-1092a8e9d85d,Aleigha Roetger,https://play-lh.googleusercontent.com/a/AItbvmmvnqneITS8vY2OqE_7W43K_AJD-ZgJe6bj_alN=mo,Nice,5,0,,9/10/22 14:57,,,nice,25,0,25,0,25
1222,62c63898-e7b6-4b31-8364-ec43c53201dd,ALI ASIIMWE,https://play-lh.googleusercontent.com/a-/AFdZucqN5gp3PhL4KvtwYjMW5m9IyJlVJUuS9cuhJgmqdg,I have several times it's working on my Samsung phone.,2,0,7.84.1 build 28 35243,9/10/22 14:57,,,i have several times it's working on my samsung phone,30,0,30,0,30
1223,bbbdf9f3-0008-44ed-a0d1-e3e79d5e014b,Hailey Jones,https://play-lh.googleusercontent.com/a/AItbvmkEnPKuce0td_Xto8_0Ir9yIbxgMkqwJlT-RX54=mo,sooooo goddd,5,0,8.39.1 build 12 50268,9/10/22 14:53,,,sooooo goddd,0,0,0,0,0
1224,92ffd181-19b4-44c3-9f14-ad029cd55820,1000 subs with no vids sub now,https://play-lh.googleusercontent.com/a/AItbvmn3DlX-W-iaJHenEetEI7niR-IbXVfmHzrDg-vc=mo,Good,5,0,,9/10/22 14:49,,,good,60,0,60,0,60
1225,d6375373-0769-4926-b34f-963bcc197af8,Adeeb Petersen,https://play-lh.googleusercontent.com/a-/AFdZucqpV4Z1KAGmrShnemGBin7S2U3HccCBCoqt9v5a,Good but oppen,5,0,,9/10/22 14:38,,,good but oppen,60,0,60,0,60
1226,c5a5fbbf-71dd-4a47-94b3-1cee836af5d0,Valmai Coffey,https://play-lh.googleusercontent.com/a/AItbvmm4duR7jE-GfUmB6x_4_qHBSGVPhWRpS9-CdiFH=mo,Efficient,5,0,,9/10/22 14:29,,,efficient,0,0,0,0,0
1227,e8f5e476-b714-4376-aefc-933dc229333a,Yamkela Langa,https://play-lh.googleusercontent.com/a/AItbvmlah2AIcad3K5tsEQOQ0VMTRV2HJYo0YXOIjT2B=mo,Love it,5,0,,9/10/22 14:27,,,love it,70,0,70,0,70
1228,e5e2b34f-c76b-4623-8ef5-8061ea6fd065,Jose Eduardo Leones,https://play-lh.googleusercontent.com/a-/AFdZucoQxPQCyHwxfQW1ECYwZuv_16AFD5FiXdpqvwKC3A,Put an outline on your subs! I watch a lot of anime and your pure white subs do not go with white and bright scenes!,2,0,8.39.1 build 12 50268,9/10/22 14:25,,,put an outline on your subs i watch a lot of anime and your pure white subs do not go with white and bright scenes,0,0,0,0,0
1229,6f2fad4a-f137-4daa-9425-94081a680756,Carol Johnson,https://play-lh.googleusercontent.com/a/AItbvml-q5bg26MZ1t7HUDAkrlkkasjgcSlfaU9t3Kts=mo,Amm,5,0,8.39.1 build 12 50268,9/10/22 14:24,,,amm,0,0,0,0,0
1230,26e9b535-3e28-4b70-a3ec-c33990f70270,Pat Jones,https://play-lh.googleusercontent.com/a-/AFdZucofW1g9flM7r2x-1R7WOM9T1tS_Mg4QE9z2hM8IXqU,Tax8z,4,0,8.39.1 build 12 50268,9/10/22 14:14,,,tax8z,0,0,0,0,0
1231,ebfece44-66c0-4ed3-92a3-723ab6f1228c,Maria Cordova,https://play-lh.googleusercontent.com/a/AItbvmmMVP5H-kTbQ52FD-Y1mHrhHVqpEZcPds3r1R4=mo,I like it,4,0,7.120.3 build 29 35592,9/10/22 14:04,,,i like it,0,0,0,0,0
1232,d73dd667-7463-40e5-8c43-e89b0047e472,Izzy Contino,https://play-lh.googleusercontent.com/a-/AFdZucpvx9s3u88ef2FN5CJksEakCY9xpvRMINAydhc1,popopop,5,0,8.39.0 build 9 50265,9/10/22 14:03,,,popopop,0,0,0,0,0
1233,bdc11635-1edf-4441-bc5b-23cbc00d536e,joe locho,https://play-lh.googleusercontent.com/a/AItbvmkObjYy4V1rsoRuMZ9HDmThmuvEzHptUKhh3Eju=mo,Well pro pro idk,5,0,8.39.1 build 12 50268,9/10/22 14:01,,,well pro pro idk,0,0,0,0,0
1234,0a0a5426-5a9e-4cce-8e3e-398be43e1d1c,Jared Obunaka,https://play-lh.googleusercontent.com/a/AItbvmkPL7Rk6OcihkQTw3lhyIlUo-eOCHI1xoEd6hww=mo,It's so good and it's easy to use it so whenever you want it. Go to play store .,5,0,,9/10/22 13:57,,,it's so good and it's easy to use it so whenever you want it go to play store,144,0,72,0,72
1235,9789b263-ad35-4b96-a8c9-a966d33115ab,edy Gunawan,https://play-lh.googleusercontent.com/a/AItbvml9LVoQ6ESL5n9HaBiWzoMAeqDzhzBRJNB1BNOW=mo,Im enjoying it,5,0,8.39.1 build 12 50268,9/10/22 13:52,,,im enjoying it,0,0,0,0,0
1236,9c17cda0-24d0-4455-9040-97ca7e7faf42,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best for movie nights and days in,5,0,8.39.1 build 12 50268,9/10/22 13:49,,,the best for movie nights and days in,90,0,90,0,90
1237,cf92e675-1a59-4930-b63b-bf8adea43b1a,Jorge Ramirez,https://play-lh.googleusercontent.com/a-/AFdZuco0RjZxtIXajlhzfyfFILLk6JiDS7N3UvC3zD_cDA,Why can't I Uninstaller this app.,1,0,8.13.0 build 10 40124,9/10/22 13:47,,,why can't i uninstaller this app,0,0,0,0,0
1238,6cdeedb6-0491-4b4c-a5ea-95065d479493,Heather James,https://play-lh.googleusercontent.com/a-/AFdZucqs9q43Gv7qlWOowg9ZEAgFoFtQdaM2_p7BV2aMzg,love netflix,5,0,,9/10/22 13:40,,,love netflix,70,0,70,0,70
1239,224e3237-dce6-41f1-97bf-3dfd8a743917,James Madden,https://play-lh.googleusercontent.com/a/AItbvmmiGNy49c0ZxNnZaza9JeVkIOeims5C4-HTNuJF=mo,Didn't want it and can't remove it as I watch Netflix on my television not my phone,1,0,,9/10/22 13:33,,,didn't want it and can't remove it as i watch netflix on my television not my phone,0,0,0,0,0
1240,c3e3ba00-27b2-47a5-8bfa-22517f474daf,Wayne Miller,https://play-lh.googleusercontent.com/a/AItbvmnekg3Qv54EGF84tkGRsRi-AQ8H7cn_SsoQwB3t=mo,Great shows 👌 👏,5,0,8.39.1 build 12 50268,9/10/22 13:23,,,great shows,80,0,80,0,80
1241,7d70c0ba-3043-4f76-888a-c2b6397f82e5,Zia faith Dejeto,https://play-lh.googleusercontent.com/a/AItbvmm4fWJZ2uG3Nn96rbKRFQ83MZAMvVA0Wdi7p-aJ=mo,Nice,5,0,8.39.1 build 12 50268,9/10/22 13:19,,,nice,25,0,25,0,25
1242,4665f780-0745-4696-88a8-c885be0a1c3e,Larry Witt,https://play-lh.googleusercontent.com/a-/AFdZucpE3hP80R6zJ1g_2EM838F1o8nyv4GI76g_LVek,Thank you,5,0,8.39.1 build 12 50268,9/10/22 13:17,,,thank you,0,0,0,0,0
1243,401b1281-f7cb-4db6-8bf6-c170d0a2e285,darcie sheen,https://play-lh.googleusercontent.com/a-/AFdZucoWv4XKaotXX0l9pp3xqr_InUQKs6ALgF_32bGs,MINIONS KING BOBBB,4,0,8.30.0 build 5 40236,9/10/22 13:04,,,minions king bobbb,0,0,0,0,0
1244,b89d7b6d-2d49-482e-aa7c-581e27b64fe1,Joshua Abadir,https://play-lh.googleusercontent.com/a/AItbvmnMS5yrMKjvutp3bRaQukDJ1n94UfLrikksH2bk=mo,It's really a good app to watch with your family,5,0,8.39.0 build 9 50265,9/10/22 13:01,,,it's really a good app to watch with your family,84,0,84,0,84
1245,149b2c8c-97df-4d64-8941-684bdb54a945,Arbaz Khan,https://play-lh.googleusercontent.com/a/AItbvmkz3RZfxFeRXLexNQWbs3TVZHcwhNCEvK3guhvF=mo,i love this app 😍,5,0,7.120.3 build 29 35592,9/10/22 12:38,,,i love this app,70,0,70,0,70
1246,ba5181b7-94bd-47b8-b4fc-6c6b836a949c,Narcis-Ciprian Pirjol,https://play-lh.googleusercontent.com/a/AItbvmlGadmi9GRU3Ry86qIPBmMPsC7Fy3HeTgcknPQM=mo,Compare with Disney Plus it is a lot worst and a lot more expensive 😡,2,0,8.39.1 build 12 50268,9/10/22 12:30,,,compare with disney plus it is a lot worst and a lot more expensive,0,-80,0,-80,-80
1247,5813bec2-5c76-422c-a9c0-32687e873d53,kalyan chatterjee,https://play-lh.googleusercontent.com/a/AItbvmlX4hufTG_aCDm4CrgqBe9R4m9XfkgTO1WDEVr1=mo,"Netflix can do much better something like Hir outstanding but more research required ,inovative story telling ,suspense drama ,all action says it all",5,0,8.39.1 build 12 50268,9/10/22 12:22,,,netflix can do much better something like hir outstanding but more research required inovative story telling suspense drama all action says it all,72,0,72,0,72
1248,ea98f50c-c30c-4495-bb49-c748400eb8dd,Ayesha Khan,https://play-lh.googleusercontent.com/a/AItbvmm4uh0Sso_6vB4bES8RLol-64J_3URunOtr_pq6=mo,Guru nature friend,5,0,,9/10/22 12:21,,,guru nature friend,0,0,0,0,0
1249,c1aa7477-f6c9-45cf-bbf7-5c222f84e995,Elleninya Elleninya,https://play-lh.googleusercontent.com/a/AItbvmkOPSU2Gdui4I_yblmP67q1D8LWX_lKPsSL4ukq=mo,I can watch movies from the beginning,5,0,,9/10/22 12:18,,,i can watch movies from the beginning,0,0,0,0,0
1250,6a22fd83-3012-4ef4-8168-4cef5a657a30,Akeem Alabi,https://play-lh.googleusercontent.com/a/AItbvmkXI68SiaVgSmBBREzt_c-yfLH2601S4aDROheA=mo,Good,4,0,8.39.1 build 12 50268,9/10/22 12:10,,,good,60,0,60,0,60
1251,6e8eb3af-ee46-4751-bbae-7d29f0305aec,Jacob Oliver,https://play-lh.googleusercontent.com/a/AItbvmlDRAfKvbwwvygVXzCm7KoawBA_K_meWm72oz8I=mo,They superimpose static over the shows to get you to pay more for the better veiwing option.,1,0,8.39.1 build 12 50268,9/10/22 12:07,,,they superimpose static over the shows to get you to pay more for the better veiwing option,60,0,60,0,60
1252,9cb7bf1a-76c0-4d8e-ac73-ccb8b3f80358,Lin Lobb,https://play-lh.googleusercontent.com/a/AItbvmlG4a8oL-h6qVmHE-xatUcPyK9SE8gFzf3UCWB8=mo,Keep going round in circles. How do I get past signing in so I can see what's on offer?,3,0,8.39.1 build 12 50268,9/10/22 12:06,,,keep going round in circles how do i get past signing in so i can see what's on offer,0,0,0,0,0
1253,b53b6e11-a6bd-4ce6-9493-af4b644d3e29,Karla Vasquez,https://play-lh.googleusercontent.com/a-/AFdZucowcEJe9aELV9v8gfjN0pgAHqSX8eU-NAT2hB9K,"the app doesnt load for me, is there any way to fix it?",1,0,8.39.1 build 12 50268,9/10/22 12:02,,,the app doesnt load for me is there any way to fix it,0,0,0,0,0
1254,b64fc23a-f98a-4931-8a1e-82b468b29963,Peter Kuria,https://play-lh.googleusercontent.com/a-/AFdZucpObBs_GZ6a63Dlh3u9FmTSHbEAUhoe_yHvzF3C,"I rate the app four star ,The app is so amazing ,I have been using it for two years ..and every kind of latest movies give notification to my email.",4,0,8.26.0 build 11 40221,9/10/22 11:59,,,i rate the app four star the app is so amazing i have been using it for two years and every kind of latest movies give notification to my email,100,0,100,0,100
1255,f3de6abe-3c20-48ed-924f-093e7f5d9ca1,Michael Kidd,https://play-lh.googleusercontent.com/a/AItbvmll89uB3VY9Ae4Dmbqv-5ioqlKq_aBvKNCdKco9=mo,Nothing happens when opening. Red spinner spins endlessly. Pixel 6 Pro,1,0,8.39.1 build 12 50268,9/10/22 11:56,,,nothing happens when opening red spinner spins endlessly pixel 6 pro,0,0,0,0,0
1256,9ffede77-ac03-49f2-9ef3-577662fb2088,Riya Thakkar,https://play-lh.googleusercontent.com/a-/AFdZucqkfAphPZud59Ojd-0c1R-3UE1K64iQrjLXsEzuKQ,Whenever I pause and play the audio and video don't play in sync after that. Screen also freezes randomly. It's not my network issue since other streaming platforms play smoothly.,1,0,,9/10/22 11:55,,,whenever i pause and play the audio and video don't play in sync after that screen also freezes randomly it's not my network issue since other streaming platforms play smoothly,0,0,0,0,0
1257,1928cda1-1ff9-457d-b013-6b4f299d298f,Gul Ahmed Mahar,https://play-lh.googleusercontent.com/a-/AFdZucr-iDBmNFbeaieYFqqy27r9aHTmuPFcDja2hdtwaw,App is not loading my profile please fix the issue,3,0,8.11.1 build 12 40101,9/10/22 11:55,,,app is not loading my profile please fix the issue,0,0,0,0,0
1258,91f9249c-5393-4fba-b1a3-6fc75b479889,Satya Singh,https://play-lh.googleusercontent.com/a/AItbvmks9pZZdI_XTOVELeqiNWWNyn9sO5qBJX6rB-Bf=mo,It's an amazing experience.,5,0,8.32.1 build 34 50247,9/10/22 11:51,,,it's an amazing experience,90,0,90,0,90
1259,99847b1a-9924-41d8-bbfa-ef1b83082914,Ernest Williams,https://play-lh.googleusercontent.com/a/AItbvmnj30Xrd3eCS9F1bEPTxBNE4MCQsdFIVx9dayab=mo,Phenomenal no,5,0,7.120.3 build 29 35592,9/10/22 11:45,,,phenomenal no,0,0,0,0,0
1260,864f3369-302e-457f-ac26-cbc64ebfda92,Raquel Rivera,https://play-lh.googleusercontent.com/a-/AFdZucrHjRdefvMrDoXN-E1nJSguw8FQgzJspP7Ep_Ss6A,Op ppl ĺ A A v,5,0,8.39.1 build 12 50268,9/10/22 11:41,,,op ppl a a v,0,0,0,0,0
1261,d5c7d356-4fc5-4e34-b713-54d091848960,Rheta Wellman,https://play-lh.googleusercontent.com/a/AItbvmnZ6fk6Wftatmn4Kk1rdl6f5bSLZI6pt2Vdenyl=mo,Great Great Great Context...,5,0,8.39.1 build 12 50268,9/10/22 11:41,,,great great great context,240,0,80,0,80
1262,d7740c32-7bfc-4b83-8dfb-927ff0869809,Dib L'Clacheur,https://play-lh.googleusercontent.com/a-/AFdZucqa0rVZYkmXFXu_BKrgVwvK5wPWFwyfBdBI8-hl,Poor movies collection.,1,0,,9/10/22 11:40,,,poor movies collection,0,-50,0,-50,-50
1263,3c2138e6-1fe4-4f37-aa16-a8af16b16214,Moxleyy00,https://play-lh.googleusercontent.com/a-/AFdZucpU6PQkKMQXi_fou980rWD8aiP9R01IEKxdVUOfQg,Yeah,5,0,8.39.1 build 12 50268,9/10/22 11:40,,,yeah,0,0,0,0,0
